0	-0.035259	-0.035259
1	-0.035238	-0.035238
2	-0.035217	-0.035217
3	-0.035196	-0.035196
4	-0.035175	-0.035175
5	-0.035154	-0.035154
6	-0.035134	-0.035134
7	-0.035113	-0.035113
8	-0.035092	-0.035092
9	-0.035071	-0.035071
10	-0.03505	-0.03505
11	-0.035029	-0.035029
12	-0.035009	-0.035009
13	-0.034988	-0.034988
14	-0.034967	-0.034967
15	-0.034946	-0.034946
16	-0.034926	-0.034926
17	-0.034905	-0.034905
18	-0.034884	-0.034884
19	-0.034864	-0.034864
20	-0.034843	-0.034843
21	-0.034822	-0.034822
22	-0.034802	-0.034802
23	-0.034781	-0.034781
24	-0.03476	-0.03476
25	-0.03474	-0.03474
26	-0.034719	-0.034719
27	-0.034698	-0.034698
28	-0.034678	-0.034678
29	-0.034657	-0.034657
30	-0.034637	-0.034637
31	-0.034616	-0.034616
32	-0.034596	-0.034596
33	-0.034575	-0.034575
34	-0.034555	-0.034555
35	-0.034534	-0.034534
36	-0.034514	-0.034514
37	-0.034493	-0.034493
38	-0.034473	-0.034473
39	-0.034452	-0.034452
40	-0.034432	-0.034432
41	-0.034411	-0.034411
42	-0.034391	-0.034391
43	-0.03437	-0.03437
44	-0.03435	-0.03435
45	-0.03433	-0.03433
46	-0.034309	-0.034309
47	-0.034289	-0.034289
48	-0.034269	-0.034269
49	-0.034248	-0.034248
50	-0.034228	-0.034228
51	-0.034208	-0.034208
52	-0.034187	-0.034187
53	-0.034167	-0.034167
54	-0.034147	-0.034147
55	-0.034127	-0.034127
56	-0.034106	-0.034106
57	-0.034086	-0.034086
58	-0.034066	-0.034066
59	-0.034046	-0.034046
60	-0.034025	-0.034025
61	-0.034005	-0.034005
62	-0.033985	-0.033985
63	-0.033965	-0.033965
64	-0.033945	-0.033945
65	-0.033925	-0.033925
66	-0.033904	-0.033904
67	-0.033884	-0.033884
68	-0.033864	-0.033864
69	-0.033844	-0.033844
70	-0.033824	-0.033824
71	-0.033804	-0.033804
72	-0.033784	-0.033784
73	-0.033764	-0.033764
74	-0.033744	-0.033744
75	-0.033724	-0.033724
76	-0.033704	-0.033704
77	-0.033684	-0.033684
78	-0.033664	-0.033664
79	-0.033644	-0.033644
80	-0.033624	-0.033624
81	-0.033604	-0.033604
82	-0.033584	-0.033584
83	-0.033564	-0.033564
84	-0.033544	-0.033544
85	-0.033524	-0.033524
86	-0.033504	-0.033504
87	-0.033484	-0.033484
88	-0.033465	-0.033465
89	-0.033445	-0.033445
90	-0.033425	-0.033425
91	-0.033405	-0.033405
92	-0.033385	-0.033385
93	-0.033365	-0.033365
94	-0.033346	-0.033346
95	-0.033326	-0.033326
96	-0.033306	-0.033306
97	-0.033286	-0.033286
98	-0.033267	-0.033267
99	-0.033247	-0.033247
100	-0.033227	-0.033227
101	-0.033207	-0.033207
102	-0.033188	-0.033188
103	-0.033168	-0.033168
104	-0.033148	-0.033148
105	-0.033129	-0.033129
106	-0.033109	-0.033109
107	-0.033089	-0.033089
108	-0.03307	-0.03307
109	-0.03305	-0.03305
110	-0.03303	-0.03303
111	-0.033011	-0.033011
112	-0.032991	-0.032991
113	-0.032972	-0.032972
114	-0.032952	-0.032952
115	-0.032933	-0.032933
116	-0.032913	-0.032913
117	-0.032894	-0.032894
118	-0.032874	-0.032874
119	-0.032855	-0.032855
120	-0.032835	-0.032835
121	-0.032816	-0.032816
122	-0.032796	-0.032796
123	-0.032777	-0.032777
124	-0.032757	-0.032757
125	-0.032738	-0.032738
126	-0.032718	-0.032718
127	-0.032699	-0.032699
128	-0.032679	-0.032679
129	-0.03266	-0.03266
130	-0.032641	-0.032641
131	-0.032621	-0.032621
132	-0.032602	-0.032602
133	-0.032583	-0.032583
134	-0.032563	-0.032563
135	-0.032544	-0.032544
136	-0.032525	-0.032525
137	-0.032505	-0.032505
138	-0.032486	-0.032486
139	-0.032467	-0.032467
140	-0.032448	-0.032448
141	-0.032428	-0.032428
142	-0.032409	-0.032409
143	-0.03239	-0.03239
144	-0.032371	-0.032371
145	-0.032351	-0.032351
146	-0.032332	-0.032332
147	-0.032313	-0.032313
148	-0.032294	-0.032294
149	-0.032275	-0.032275
150	-0.032256	-0.032256
151	-0.032236	-0.032236
152	-0.032217	-0.032217
153	-0.032198	-0.032198
154	-0.032179	-0.032179
155	-0.03216	-0.03216
156	-0.032141	-0.032141
157	-0.032122	-0.032122
158	-0.032103	-0.032103
159	-0.032084	-0.032084
160	-0.032065	-0.032065
161	-0.032046	-0.032046
162	-0.032027	-0.032027
163	-0.032008	-0.032008
164	-0.031989	-0.031989
165	-0.03197	-0.03197
166	-0.031951	-0.031951
167	-0.031932	-0.031932
168	-0.031913	-0.031913
169	-0.031894	-0.031894
170	-0.031875	-0.031875
171	-0.031856	-0.031856
172	-0.031837	-0.031837
173	-0.031818	-0.031818
174	-0.031799	-0.031799
175	-0.03178	-0.03178
176	-0.031762	-0.031762
177	-0.031743	-0.031743
178	-0.031724	-0.031724
179	-0.031705	-0.031705
180	-0.031686	-0.031686
181	-0.031667	-0.031667
182	-0.031649	-0.031649
183	-0.03163	-0.03163
184	-0.031611	-0.031611
185	-0.031592	-0.031592
186	-0.031574	-0.031574
187	-0.031555	-0.031555
188	-0.031536	-0.031536
189	-0.031517	-0.031517
190	-0.031499	-0.031499
191	-0.03148	-0.03148
192	-0.031461	-0.031461
193	-0.031443	-0.031443
194	-0.031424	-0.031424
195	-0.031405	-0.031405
196	-0.031387	-0.031387
